SourceFiscalYear,Organization,AccountTitle,BudgetActivityTitle,AGtitle,SAG.Title,FiscalYear,OriginType,Type,Amount,Amount2
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Mission and Other Flight Operations,2013,OCO,Enacted,0.0,24834.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Intermediate Maintenance,2013,OCO,Enacted,0.0,300.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Air Operations and Safety Support,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Maintenance,2013,OCO,Enacted,0.0,13364.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Operations Support,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aviation Logistics,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Mission and Other Ship Operations,2013,OCO,Enacted,0.0,8213.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Operations Support & Training,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Maintenance,2013,OCO,Enacted,0.0,929.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Communications,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Support Forces,2013,OCO,Enacted,0.0,8244.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Weapons Maintenance,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Enterprise Information,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Base Support,2013,OCO,Enacted,0.0,40.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Administration,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Military Manpower and Personnel Management,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Servicewide Communications,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Logistics Operations and Technical Support,Acquisition and Program Management,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Undistributed,Undistributed,Adj to Match Continuing Resolution,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Expeditionary Forces,Operating Forces,2013,OCO,Enacted,0.0,22657.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Expeditionary Forces,Depot Maintenance,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Base Support,2013,OCO,Enacted,0.0,2820.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Servicewide Transportation,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Administration,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Recruiting and Advertising,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Undistributed,Undistributed,Adj to Match Continuing Resolution,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Primary Combat Forces,2013,OCO,Enacted,0.0,1494144.0
2014,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Combat Enhancement Forces,2013,OCO,Enacted,0.0,809531.0
2014,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,"Air Operations Training (OJT, Maintain Skills)",2013,OCO,Enacted,0.0,13095.0
2014,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Depot Maintenance,2013,OCO,Enacted,0.0,1403238.0
2014,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,"Facilities Sustainment, Restoration & Modernization",2013,OCO,Enacted,0.0,155954.0
2014,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Base Support,2013,OCO,Enacted,0.0,342226.0
2014,Air Force,Operation and Maitenance,Air Force - Operating Forces,Combat Related Operations,Global C3I and Early Warning,2013,OCO,Enacted,0.0,15108.0
2014,Air Force,Operation and Maitenance,Air Force - Operating Forces,Combat Related Operations,Other Combat Ops Spt Programs,2013,OCO,Enacted,0.0,271390.0
2014,Air Force,Operation and Maitenance,Air Force - Operating Forces,Combat Related Operations,JCS Exercises,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Operating Forces,Combat Related Operations,Tactical Intel and Other Special Activities,2013,OCO,Enacted,0.0,25400.0
2014,Air Force,Operation and Maitenance,Air Force - Operating Forces,Space Operations,Launch Facilities,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Operating Forces,Space Operations,Space Control Systems,2013,OCO,Enacted,0.0,5110.0
2014,Air Force,Operation and Maitenance,Air Force - Operating Forces,COCOM,Combatant Commanders Direct Mission Support,2013,OCO,Enacted,0.0,52173.0
2014,Air Force,Operation and Maitenance,Air Force - Operating Forces,COCOM,Combatant Commanders Core Operations,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Mobilization,Mobility Operations,Airlift Operations,2013,OCO,Enacted,0.0,3187211.0
2014,Air Force,Operation and Maitenance,Air Force - Mobilization,Mobility Operations,Mobilization Preparedness,2013,OCO,Enacted,0.0,43509.0
2014,Air Force,Operation and Maitenance,Air Force - Mobilization,Mobility Operations,Depot Maintenance,2013,OCO,Enacted,0.0,554943.0
2014,Air Force,Operation and Maitenance,Air Force - Mobilization,Mobility Operations,"Facilities Sustainment, Restoration & Modernization",2013,OCO,Enacted,0.0,4431.0
2014,Air Force,Operation and Maitenance,Air Force - Mobilization,Mobility Operations,Base Support,2013,OCO,Enacted,0.0,9256.0
2014,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Accession Training,Officer Acquisition,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Accession Training,Recruit Training,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Accession Training,Reserve Officers Training Corps,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Accession Training,"Facilities Sustainment, Restoration & Modernization",2013,OCO,Enacted,0.0,424.0
2014,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Accession Training,Base Support,2013,OCO,Enacted,0.0,1036.0
2014,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Basic Skills and Advanced Training,Specialized Skill Training,2013,OCO,Enacted,0.0,10923.0
2014,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Basic Skills and Advanced Training,Flight Training,2013,OCO,Enacted,0.0,72.0
2014,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Basic Skills and Advanced Training,Professional Development Education,2013,OCO,Enacted,0.0,323.0
2014,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Basic Skills and Advanced Training,Training and Operations,2013,OCO,Enacted,0.0,352.0
2014,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Basic Skills and Advanced Training,Depot Maintenance,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,"Recruiting, and Other Training & Education",Recruiting and Advertising,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,"Recruiting, and Other Training & Education",Examining,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,"Recruiting, and Other Training & Education",Off-Duty and Voluntary Education,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,"Recruiting, and Other Training & Education",Civilian Education and Training,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,"Recruiting, and Other Training & Education",Junior Reserve Officer Training Corps,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Logistics Operations and Technical Support,Logistics Operations,2013,OCO,Enacted,0.0,100429.0
2014,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Logistics Operations and Technical Support,Technical Support Activities,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Logistics Operations and Technical Support,Depot Maintenance,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Logistics Operations and Technical Support,"Facilities Sustainment, Restoration & Modernization",2013,OCO,Enacted,0.0,47200.0
2014,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Logistics Operations and Technical Support,Base Support,2013,OCO,Enacted,0.0,7242.0
2014,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Administration,2013,OCO,Enacted,0.0,1552.0
2014,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Servicewide Communications,2013,OCO,Enacted,0.0,82094.0
2014,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Other Servicewide Activities,2013,OCO,Enacted,0.0,582977.0
2014,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Civil Air Patrol,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Judgment Fund,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Support to Other Nations,International Support,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,NA,Classified Programs,2013,OCO,Enacted,0.0,20270.0
2014,Air Force,Operation and Maitenance,Air Force - Undistributed,Undistributed,Adj to Match Continuing Resolution,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Primary Combat Forces,2013,OCO,Enacted,0.0,7600.0
2014,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Mission Support Operations,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Depot Maintenance,2013,OCO,Enacted,0.0,106768.0
2014,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,"Facilities Sustainment, Restoration & Modernization",2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Base Support,2013,OCO,Enacted,0.0,6250.0
2014,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Administration,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Recruiting and Advertising,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Military Manpower and Personnel Management,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Other Personnel Support,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Audiovisual,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Undistributed,Undistributed,Adj to Match Continuing Resolution,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Aircraft Operations,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Mission Support Operations,2013,OCO,Enacted,0.0,19975.0
2014,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Depot Maintenance,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,"Facilities Sustainment, Restoration & Modernization",2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Base Support,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Administration,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Recruiting and Advertising,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Undistributed,Undistributed,Adj to Match Continuing Resolution,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Department Of The Army,Defense Environmental Restoration Fund,Environmental Restoration,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Environmental Restoration,Undistributed,Adj to Match Continuing Resolution,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Department Of The Navy,Administration,Environmental Restoration,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Environmental Restoration,Undistributed,Adj to Match Continuing Resolution,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Department Of The Air Force,Administration,Environmental Restoration,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Environmental Restoration,Undistributed,Adj to Match Continuing Resolution,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Concept Obligations,"National Science Center, Army","National Science Center, Army",2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Undistributed,Undistributed,Adj to Match Continuing Resolution,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Concept Obligations,Disposal of DoD Real Property,Disposal of DoD Real Property,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Concept Obligations,Disposal of DoD Real Property,Disposal of DoD Real Property,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Concept Obligations,Disposal of DoD Real Property,Disposal of DoD Real Property,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Undistributed,Undistributed,Adj to Match Continuing Resolution,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Undistributed,Undistributed,Adj to Match Continuing Resolution,2013,OCO,Enacted,0.0,0.0
2014,Navy,Operation and Maitenance,Navy - Undistributed,Undistributed,Adj to Match Continuing Resolution,2013,OCO,Enacted,0.0,0.0
2014,Air Force,Operation and Maitenance,Air Force - Concept Obligations,Lease of DoD Real Property,Lease of DoD Real Property,2013,OCO,Enacted,0.0,0.0
2014,Army,Operation and Maitenance,Army - Concept Obligations,Lease of DoD Real Property,Lease of DoD Real Property,2013,OCO,Enacted,0.0,0.0
