,SourceFiscalYear,AccountDSI,MilDeptDW,AccountTitle,Organization,BudgetActivity,BudgetActivityTitle,AGtitle,LineNumber,SAG,SAG.Title,IncludeInTOA,Classified,FiscalYear,OriginType,ActualTotal,EnactedTotal,EnactedType,PBtotal,PBtype,SpecialTotal,SpecialType,BudgetSubActivityTitle,BudgetLineItem,Var.16
5310,2013,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Logistics Operations and Technical Support,580,4B3N,Acquisition and Program Management,Y,U,2013,Base,NA,NA,NA,NA,1092123,NA,NA,,,NA
5311,2013,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Logistics Operations and Technical Support,590,4B5N,"Hull, Mechanical and Electrical Support",Y,U,2013,Base,NA,NA,NA,NA,53560,NA,NA,,,NA
5312,2013,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Logistics Operations and Technical Support,600,4B6N,Combat/Weapons Systems,Y,U,2013,Base,NA,NA,NA,NA,25299,NA,NA,,,NA
5313,2013,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Logistics Operations and Technical Support,610,4B7N,Space and Electronic Warfare Systems,Y,U,2013,Base,NA,NA,NA,NA,64418,NA,NA,,,NA
5314,2013,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Investigations and Security Programs,620,4C1P,Naval Investigative Service,Y,U,2013,Base,NA,NA,NA,NA,580042,NA,NA,,,NA
5315,2013,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Support of Other Nations,680,4D1Q,International Headquarters and Agencies,Y,U,2013,Base,NA,NA,NA,NA,4984,NA,NA,,,NA
5316,2013,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Cancelled Accounts,690,4EMM,Cancelled Account Adjustments,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5317,2013,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Cancelled Accounts,700,4EPJ,Judgement Fund,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5318,2013,1804N,,"Operation & Maintenance, Navy",,4,Administration and Servicewide Activities,,NA,9999,Classified Programs,Y,U,2013,Base,NA,NA,NA,NA,537079,NA,NA,,,NA
5319,2013,1106N,,"Operation & Maintenance, Marine Corps",Navy,1,Operating Forces,Expeditionary Forces,10,1A1A,Operational Forces,Y,U,2013,Base,NA,NA,NA,NA,788055,NA,NA,,,NA
5320,2013,1106N,,"Operation & Maintenance, Marine Corps",Navy,1,Operating Forces,Expeditionary Forces,20,1A2A,Field Logistics,Y,U,2013,Base,NA,NA,NA,NA,762614,NA,NA,,,NA
5321,2013,1106N,,"Operation & Maintenance, Marine Corps",Navy,1,Operating Forces,Expeditionary Forces,30,1A3A,Depot Maintenance,Y,U,2013,Base,NA,NA,NA,NA,168447,NA,NA,,,NA
5322,2013,1106N,,"Operation & Maintenance, Marine Corps",Navy,1,Operating Forces,USMC Prepositioning,40,1B1B,Maritime Prepositioning,Y,U,2013,Base,NA,NA,NA,NA,100374,NA,NA,,,NA
5323,2013,1106N,,"Operation & Maintenance, Marine Corps",Navy,1,Operating Forces,Base Support,50,BSM1,"Sustainment, Restoration & Modernization",Y,U,2013,Base,NA,NA,NA,NA,825039,NA,NA,,,NA
5324,2013,1106N,,"Operation & Maintenance, Marine Corps",Navy,1,Operating Forces,Base Support,60,BSS1,Base Operating Support,Y,U,2013,Base,NA,NA,NA,NA,2188883,NA,NA,,,NA
5325,2013,1106N,,"Operation & Maintenance, Marine Corps",Navy,3,Training and Recruiting,Accession Training,70,3A1C,Recruit Training,Y,U,2013,Base,NA,NA,NA,NA,18251,NA,NA,,,NA
5326,2013,1106N,,"Operation & Maintenance, Marine Corps",Navy,3,Training and Recruiting,Accession Training,80,3A2C,Officer Acquisition,Y,U,2013,Base,NA,NA,NA,NA,869,NA,NA,,,NA
5327,2013,1106N,,"Operation & Maintenance, Marine Corps",Navy,3,Training and Recruiting,Basic Skills and Advanced Training,90,3B1D,Specialized Skill Training,Y,U,2013,Base,NA,NA,NA,NA,80914,NA,NA,,,NA
5328,2013,1106N,,"Operation & Maintenance, Marine Corps",Navy,3,Training and Recruiting,Basic Skills and Advanced Training,100,3B3D,Professional Development Education,Y,U,2013,Base,NA,NA,NA,NA,42744,NA,NA,,,NA
5329,2013,1106N,,"Operation & Maintenance, Marine Corps",Navy,3,Training and Recruiting,Basic Skills and Advanced Training,110,3B4D,Training Support,Y,U,2013,Base,NA,NA,NA,NA,292150,NA,NA,,,NA
5330,2013,1106N,,"Operation & Maintenance, Marine Corps",Navy,3,Training and Recruiting,Recruiting and Other Training & Education,120,3C1F,Recruiting and Advertising,Y,U,2013,Base,NA,NA,NA,NA,168609,NA,NA,,,NA
5331,2013,1106N,,"Operation & Maintenance, Marine Corps",Navy,3,Training and Recruiting,Recruiting and Other Training & Education,130,3C2F,Off-Duty and Voluntary Education,Y,U,2013,Base,NA,NA,NA,NA,56865,NA,NA,,,NA
5332,2013,1106N,,"Operation & Maintenance, Marine Corps",Navy,3,Training and Recruiting,Recruiting and Other Training & Education,140,3C3F,Junior ROTC,Y,U,2013,Base,NA,NA,NA,NA,19912,NA,NA,,,NA
5333,2013,1106N,,"Operation & Maintenance, Marine Corps",Navy,4,Administration and Servicewide Activities,Servicewide Support,150,4A3G,Servicewide Transportation,Y,U,2013,Base,NA,NA,NA,NA,39962,NA,NA,,,NA
5334,2013,1106N,,"Operation & Maintenance, Marine Corps",Navy,4,Administration and Servicewide Activities,Servicewide Support,170,4B3N,Acquisition and Program Management,Y,U,2013,Base,NA,NA,NA,NA,83404,NA,NA,,,NA
5335,2013,1106N,,"Operation & Maintenance, Marine Corps",Navy,4,Administration and Servicewide Activities,Cancelled Accounts,180,4EMM,Cancelled Account Adjustment,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5336,2013,1106N,,"Operation & Maintenance, Marine Corps",,4,Administration and Servicewide Activities,,NA,9999,Classified Programs,Y,U,2013,Base,NA,NA,NA,NA,346071,NA,NA,,,NA
5337,2013,1806N,,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Air Operations,10,1A1A,Mission and Other Flight Operations,Y,U,2013,Base,NA,NA,NA,NA,616776,NA,NA,,,NA
5338,2013,1806N,,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Air Operations,20,1A3A,Intermediate Maintenance,Y,U,2013,Base,NA,NA,NA,NA,15076,NA,NA,,,NA
5339,2013,1806N,,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Air Operations,30,1A4A,Air Operations and Safety Support,Y,U,2013,Base,NA,NA,NA,NA,1479,NA,NA,,,NA
5340,2013,1806N,,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Air Operations,40,1A5A,Aircraft Depot Maintenance,Y,U,2013,Base,NA,NA,NA,NA,107251,NA,NA,,,NA
5341,2013,1806N,,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Air Operations,50,1A6A,Aircraft Depot Operations Support,Y,U,2013,Base,NA,NA,NA,NA,355,NA,NA,,,NA
5342,2013,1806N,,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Ship Operations,60,1B1B,Mission and Other Ship Operations,Y,U,2013,Base,NA,NA,NA,NA,82186,NA,NA,,,NA
5343,2013,1806N,,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Ship Operations,70,1B2B,Ship Operations Support & Training,Y,U,2013,Base,NA,NA,NA,NA,589,NA,NA,,,NA
5344,2013,1806N,,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Ship Operations,80,1B4B,Ship Depot Maintenance,Y,U,2013,Base,NA,NA,NA,NA,48593,NA,NA,,,NA
5345,2013,1806N,,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Combat Operations/Support,90,1C1C,Combat Communications,Y,U,2013,Base,NA,NA,NA,NA,15274,NA,NA,,,NA
5346,2013,1806N,,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Combat Operations/Support,100,1C6C,Combat Support Forces,Y,U,2013,Base,NA,NA,NA,NA,124917,NA,NA,,,NA
5347,2013,1806N,,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Weapons Support,110,1D4D,Weapons Maintenance,Y,U,2013,Base,NA,NA,NA,NA,1978,NA,NA,,,NA
5348,2013,1806N,,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Base Support,120,BSIT,Enterprise Information,Y,U,2013,Base,NA,NA,NA,NA,43699,NA,NA,,,NA
5349,2013,1806N,,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Base Support,130,BSMR,"Sustainment, Restoration and Modernization",Y,U,2013,Base,NA,NA,NA,NA,60646,NA,NA,,,NA
5350,2013,1806N,,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Base Support,140,BSSR,Base Operating Support,Y,U,2013,Base,NA,NA,NA,NA,105227,NA,NA,,,NA
5351,2013,1806N,,"Operation & Maintenance, Navy Res",Navy,4,Administration and Servicewide Activities,Servicewide Support,150,4A1M,Administration,Y,U,2013,Base,NA,NA,NA,NA,3117,NA,NA,,,NA
5352,2013,1806N,,"Operation & Maintenance, Navy Res",Navy,4,Administration and Servicewide Activities,Servicewide Support,160,4A4M,Military Manpower and Personnel Management,Y,U,2013,Base,NA,NA,NA,NA,14337,NA,NA,,,NA
5353,2013,1806N,,"Operation & Maintenance, Navy Res",Navy,4,Administration and Servicewide Activities,Servicewide Support,170,4A6M,Servicewide Communications,Y,U,2013,Base,NA,NA,NA,NA,2392,NA,NA,,,NA
5354,2013,1806N,,"Operation & Maintenance, Navy Res",Navy,4,Administration and Servicewide Activities,Logistics Operations and Technical Support,180,4B3N,Acquisition and Program Management,Y,U,2013,Base,NA,NA,NA,NA,3090,NA,NA,,,NA
5355,2013,1107N,,"Operation & Maintenance, MC Reserve",Navy,1,Operating Forces,Expeditionary Forces,10,1A1A,Operating Forces,Y,U,2013,Base,NA,NA,NA,NA,89690,NA,NA,,,NA
5356,2013,1107N,,"Operation & Maintenance, MC Reserve",Navy,1,Operating Forces,Expeditionary Forces,20,1A3A,Depot Maintenance,Y,U,2013,Base,NA,NA,NA,NA,16735,NA,NA,,,NA
5357,2013,1107N,,"Operation & Maintenance, MC Reserve",Navy,1,Operating Forces,Base Support,30,BSM1,"Sustainment, Restoration and Modernization",Y,U,2013,Base,NA,NA,NA,NA,37913,NA,NA,,,NA
5358,2013,1107N,,"Operation & Maintenance, MC Reserve",Navy,1,Operating Forces,Base Support,40,BSS1,Base Operating Support,Y,U,2013,Base,NA,NA,NA,NA,103746,NA,NA,,,NA
5359,2013,1107N,,"Operation & Maintenance, MC Reserve",Navy,4,Administration and Servicewide Activities,Servicewide Support,50,4A3G,Servicewide Transportation,Y,U,2013,Base,NA,NA,NA,NA,873,NA,NA,,,NA
5360,2013,1107N,,"Operation & Maintenance, MC Reserve",Navy,4,Administration and Servicewide Activities,Servicewide Support,60,4A4G,Administration,Y,U,2013,Base,NA,NA,NA,NA,14330,NA,NA,,,NA
5361,2013,1107N,,"Operation & Maintenance, MC Reserve",Navy,4,Administration and Servicewide Activities,Servicewide Support,70,4A6G,Recruiting and Advertising,Y,U,2013,Base,NA,NA,NA,NA,8998,NA,NA,,,NA
5362,2013,1107N,,"Operation & Maintenance, MC Reserve",Navy,4,Administration and Servicewide Activities,Cancelled Accounts,80,4EMM,Cancelled Account Adjustment,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5363,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,Air Operations,10,011A,Primary Combat Forces,Y,U,2013,Base,NA,NA,NA,NA,2973141,NA,NA,,,NA
5364,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,Air Operations,20,011C,Combat Enhancement Forces,Y,U,2013,Base,NA,NA,NA,NA,1611032,NA,NA,,,NA
5365,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,Air Operations,30,011D,"Air Operations Training (OJT, Maintain Skills)",Y,U,2013,Base,NA,NA,NA,NA,1472806,NA,NA,,,NA
5366,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,Air Operations,40,011M,Depot Maintenance,Y,U,2013,Base,NA,NA,NA,NA,5545470,NA,NA,,,NA
5367,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,Air Operations,50,011R,"Facilities Sustainment, Restoration & Modernization",Y,U,2013,Base,NA,NA,NA,NA,1353987,NA,NA,,,NA
5368,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,Air Operations,60,011Z,Base Support,Y,U,2013,Base,NA,NA,NA,NA,2595032,NA,NA,,,NA
5369,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,Combat Related Operations,70,012A,Global C3I and Early Warning,Y,U,2013,Base,NA,NA,NA,NA,957040,NA,NA,,,NA
5370,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,Combat Related Operations,80,012C,Other Combat Ops Spt Programs,Y,U,2013,Base,NA,NA,NA,NA,916200,NA,NA,,,NA
5371,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,Combat Related Operations,90,012D,JCS Exercises,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5372,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,Combat Related Operations,100,012F,Tactical Intel and Other Special Activities,Y,U,2013,Base,NA,NA,NA,NA,733716,NA,NA,,,NA
5373,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,Space Operations,110,013A,Launch Facilities,Y,U,2013,Base,NA,NA,NA,NA,314490,NA,NA,,,NA
5374,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,Space Operations,120,013C,Space Control Systems,Y,U,2013,Base,NA,NA,NA,NA,488762,NA,NA,,,NA
5375,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,COCOM,130,015A,Combatant Commanders Direct Mission Support,Y,U,2013,Base,NA,NA,NA,NA,862979,NA,NA,,,NA
5376,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,COCOM,140,015B,Combatant Commanders Core Operations,Y,U,2013,Base,NA,NA,NA,NA,222429,NA,NA,,,NA
5377,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,2,Mobilization,Mobility Operations,150,021A,Airlift Operations,Y,U,2013,Base,NA,NA,NA,NA,1785379,NA,NA,,,NA
5378,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,2,Mobilization,Mobility Operations,160,021D,Mobilization Preparedness,Y,U,2013,Base,NA,NA,NA,NA,154049,NA,NA,,,NA
5379,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,2,Mobilization,Mobility Operations,170,021M,Depot Maintenance,Y,U,2013,Base,NA,NA,NA,NA,1477396,NA,NA,,,NA
5380,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,2,Mobilization,Mobility Operations,180,021R,"Facilities Sustainment, Restoration & Modernization",Y,U,2013,Base,NA,NA,NA,NA,309699,NA,NA,,,NA
5381,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,2,Mobilization,Mobility Operations,190,021Z,Base Support,Y,U,2013,Base,NA,NA,NA,NA,707574,NA,NA,,,NA
5382,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,Accession Training,200,031A,Officer Acquisition,Y,U,2013,Base,NA,NA,NA,NA,115427,NA,NA,,,NA
5383,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,Accession Training,210,031B,Recruit Training,Y,U,2013,Base,NA,NA,NA,NA,17619,NA,NA,,,NA
5384,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,Accession Training,220,031D,Reserve Officers Training Corps (ROTC),Y,U,2013,Base,NA,NA,NA,NA,92949,NA,NA,,,NA
5385,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,Accession Training,230,031R,"Facilities Sustainment, Restoration & Modernization",Y,U,2013,Base,NA,NA,NA,NA,336433,NA,NA,,,NA
5386,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,Accession Training,240,031Z,Base Support,Y,U,2013,Base,NA,NA,NA,NA,842441,NA,NA,,,NA
5387,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,Basic Skills and Advanced Training,250,032A,Specialized Skill Training,Y,U,2013,Base,NA,NA,NA,NA,482634,NA,NA,,,NA
5388,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,Basic Skills and Advanced Training,260,032B,Flight Training,Y,U,2013,Base,NA,NA,NA,NA,750609,NA,NA,,,NA
5389,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,Basic Skills and Advanced Training,270,032C,Professional Development Education,Y,U,2013,Base,NA,NA,NA,NA,235114,NA,NA,,,NA
5390,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,Basic Skills and Advanced Training,280,032D,Training Support,Y,U,2013,Base,NA,NA,NA,NA,101231,NA,NA,,,NA
5391,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,Basic Skills and Advanced Training,290,032M,Depot Maintenance,Y,U,2013,Base,NA,NA,NA,NA,233330,NA,NA,,,NA
5392,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,Basic Skills and Advanced Training,300,032N,Judgement Fund,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5393,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,Recruiting and Other Training & Education,310,033A,Recruiting and Advertising,Y,U,2013,Base,NA,NA,NA,NA,130217,NA,NA,,,NA
5394,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,Recruiting and Other Training & Education,320,033B,Examining,Y,U,2013,Base,NA,NA,NA,NA,2738,NA,NA,,,NA
5395,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,Recruiting and Other Training & Education,330,033C,Off-Duty and Voluntary Education,Y,U,2013,Base,NA,NA,NA,NA,155170,NA,NA,,,NA
5396,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,Recruiting and Other Training & Education,340,033D,Civilian Education and Training,Y,U,2013,Base,NA,NA,NA,NA,175147,NA,NA,,,NA
5397,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,Recruiting and Other Training & Education,350,033E,Junior ROTC,Y,U,2013,Base,NA,NA,NA,NA,74809,NA,NA,,,NA
5398,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,4,Administration and Servicewide Activities,Logistics Operations,360,041A,Logistics Operations,Y,U,2013,Base,NA,NA,NA,NA,1029734,NA,NA,,,NA
5399,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,4,Administration and Servicewide Activities,Logistics Operations,370,041B,Technical Support Activities,Y,U,2013,Base,NA,NA,NA,NA,913843,NA,NA,,,NA
5400,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,4,Administration and Servicewide Activities,Logistics Operations,390,041R,"Facilities Sustainment, Restoration & Modernization",Y,U,2013,Base,NA,NA,NA,NA,303610,NA,NA,,,NA
5401,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,4,Administration and Servicewide Activities,Logistics Operations,400,041Z,Base Support,Y,U,2013,Base,NA,NA,NA,NA,1266800,NA,NA,,,NA
5402,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,4,Administration and Servicewide Activities,Servicewide Activities,410,042A,Administration,Y,U,2013,Base,NA,NA,NA,NA,587654,NA,NA,,,NA
5403,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,4,Administration and Servicewide Activities,Servicewide Activities,420,042B,Servicewide Communications,Y,U,2013,Base,NA,NA,NA,NA,667910,NA,NA,,,NA
5404,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,4,Administration and Servicewide Activities,Servicewide Activities,430,042G,Other Servicewide Activities,Y,U,2013,Base,NA,NA,NA,NA,1094509,NA,NA,,,NA
5405,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,4,Administration and Servicewide Activities,Servicewide Activities,440,042I,Civil Air Patrol,Y,U,2013,Base,NA,NA,NA,NA,23904,NA,NA,,,NA
5406,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,4,Administration and Servicewide Activities,Servicewide Activities,450,042N,Judgement Fund Reimbursement,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5407,2013,3400F,,"Operation & Maintenance, Air Force",Air Force,4,Administration and Servicewide Activities,Support to Other Nations,470,044A,International Support,Y,U,2013,Base,NA,NA,NA,NA,81307,NA,NA,,,NA
5408,2013,3400F,,"Operation & Maintenance, Air Force",,4,Administration and Servicewide Activities,,NA,9999,Classified Programs,Y,U,2013,Base,NA,NA,NA,NA,1239040,NA,NA,,,NA
5409,2013,3740F,,"Operation & Maintenance, AF Reserve",Air Force,1,Operating Forces,Air Operations,10,011A,Primary Combat Forces,Y,U,2013,Base,NA,NA,NA,NA,2089326,NA,NA,,,NA
5410,2013,3740F,,"Operation & Maintenance, AF Reserve",Air Force,1,Operating Forces,Air Operations,20,011G,Mission Support Operations,Y,U,2013,Base,NA,NA,NA,NA,112992,NA,NA,,,NA
5411,2013,3740F,,"Operation & Maintenance, AF Reserve",Air Force,1,Operating Forces,Air Operations,30,011M,Depot Maintenance,Y,U,2013,Base,NA,NA,NA,NA,406101,NA,NA,,,NA
5412,2013,3740F,,"Operation & Maintenance, AF Reserve",Air Force,1,Operating Forces,Air Operations,40,011R,"Facilities Sustainment, Restoration & Modernization",Y,U,2013,Base,NA,NA,NA,NA,71564,NA,NA,,,NA
5413,2013,3740F,,"Operation & Maintenance, AF Reserve",Air Force,1,Operating Forces,Air Operations,50,011Z,Base Support,Y,U,2013,Base,NA,NA,NA,NA,364862,NA,NA,,,NA
5414,2013,3740F,,"Operation & Maintenance, AF Reserve",Air Force,4,Administration and Servicewide Activities,Servicewide Activities,60,042A,Administration,Y,U,2013,Base,NA,NA,NA,NA,78824,NA,NA,,,NA
5415,2013,3740F,,"Operation & Maintenance, AF Reserve",Air Force,4,Administration and Servicewide Activities,Servicewide Activities,70,042J,Recruiting and Advertising,Y,U,2013,Base,NA,NA,NA,NA,16020,NA,NA,,,NA
5416,2013,3740F,,"Operation & Maintenance, AF Reserve",Air Force,4,Administration and Servicewide Activities,Servicewide Activities,80,042K,Military Manpower and Pers Mgmt (ARPC),Y,U,2013,Base,NA,NA,NA,NA,19496,NA,NA,,,NA
5417,2013,3740F,,"Operation & Maintenance, AF Reserve",Air Force,4,Administration and Servicewide Activities,Servicewide Activities,90,042L,Other Pers Support (Disability Comp),Y,U,2013,Base,NA,NA,NA,NA,6489,NA,NA,,,NA
