"AccountDSI","AccountTitle","Organization","SourceFiscalYear","FiscalYear","Base","OCO","OMBbureau","pOCO"
"051601A","DoD BRAC - Army","ARMY",2016,"2015",84417,0,"Military Construction",0
"051601A","DoD BRAC - Army","ARMY",2017,"2016",32075,0,"Military Construction",0
"051602N","DoD BRAC - Navy","NAVY",2015,"2014",144580,0,"Military Construction",0
"051602N","DoD BRAC - Navy","NAVY",2016,"2015",139692,0,"Military Construction",0
"051602N","DoD BRAC - Navy","NAVY",2017,"2016",169704,0,"Military Construction",0
"051603F","DoD BRAC - Air Force","AF",2015,"2014",126376,0,"Military Construction",0
"051603F","DoD BRAC - Air Force","AF",2016,"2015",90976,0,"Military Construction",0
"051603F","DoD BRAC - Air Force","AF",2017,"2016",64555,0,"Military Construction",0
"0720A","Fam Hsg Con, Army","ARMY",2014,"2013",0,0,"Military Construction",
"0720A","Fam Hsg Con, Army","ARMY",2015,"2014",27408,0,"Military Construction",0
"0720A","Fam Hsg Con, Army","ARMY",2016,"2015",78609,0,"Military Construction",0
"0720A","Fam Hsg Con, Army","ARMY",2017,"2016",108695,0,"Military Construction",0
"0720A","Fam Hsg Const,A","ARMY",2012,"2011",0,0,"Military Construction",
"0720A","Fam Hsg Const,A","ARMY",2013,"2012",176897,0,"Military Construction",0
"0725A","Fam Hsg O&M, Army","ARMY",2014,"2013",0,0,"Military Construction",
"0725A","Fam Hsg O&M, Army","ARMY",2015,"2014",512871,0,"Military Construction",0
"0725A","Fam Hsg O&M, Army","ARMY",2016,"2015",350976,0,"Military Construction",0
"0725A","Fam Hsg O&M, Army","ARMY",2017,"2016",375611,0,"Military Construction",0
"0725A","Fam Hsg Op&Dt,A","ARMY",2012,"2011",0,0,"Military Construction",
"0725A","Fam Hsg Op&Dt,A","ARMY",2013,"2012",493458,0,"Military Construction",0
"0730N","Fam Hsg Con, N/MC","NAVY",2014,"2013",0,0,"Military Construction",
"0730N","Fam Hsg Con, N/MC","NAVY",2015,"2014",73407,0,"Military Construction",0
"0730N","Fam Hsg Con, N/MC","NAVY",2016,"2015",16412,0,"Military Construction",0
"0730N","Fam Hsg Con, N/MC","NAVY",2017,"2016",16541,0,"Military Construction",0
"0730N","Fam Hsg Const,N","NAVY",2012,"2011",0,0,"Military Construction",
"0730N","Fam Hsg Const,N","NAVY",2013,"2012",100972,0,"Military Construction",0
"0735N","Fam Hsg O&M, N/MC","NAVY",2014,"2013",0,0,"Military Construction",
"0735N","Fam Hsg O&M, N/MC","NAVY",2015,"2014",379444,0,"Military Construction",0
"0735N","Fam Hsg O&M, N/MC","NAVY",2016,"2015",354029,0,"Military Construction",0
"0735N","Fam Hsg O&M, N/MC","NAVY",2017,"2016",353036,0,"Military Construction",0
"0735N","Fam Hsg Op&Dt,N","NAVY",2012,"2011",0,0,"Military Construction",
"0735N","Fam Hsg Op&Dt,N","NAVY",2013,"2012",367863,0,"Military Construction",0
"0740F","Fam Hsg Con, AF","AF",2014,"2013",0,0,"Military Construction",
"0740F","Fam Hsg Con, AF","AF",2015,"2014",76360,0,"Military Construction",0
"0740F","Fam Hsg Con, AF","AF",2017,"2016",160498,0,"Military Construction",0
"0740F","Fam Hsg Con,AF","AF",2012,"2011",0,0,"Military Construction",
"0740F","Fam Hsg Con,AF","AF",2013,"2012",60042,0,"Military Construction",0
"0745F","Fam Hs Op&Dt,AF","AF",2012,"2011",0,0,"Military Construction",
"0745F","Fam Hs Op&Dt,AF","AF",2013,"2012",429523,0,"Military Construction",0
"0745F","Fam Hsg O&M, AF","AF",2014,"2013",0,0,"Military Construction",
"0745F","Fam Hsg O&M, AF","AF",2015,"2014",388598,0,"Military Construction",0
"0745F","Fam Hsg O&M, AF","AF",2016,"2015",327747,0,"Military Construction",0
"0745F","Fam Hsg O&M, AF","AF",2017,"2016",331232,0,"Military Construction",0
"0760D","Fam Hsg Const,D-W","UNDD",2012,"2011",0,0,"Military Construction",
"0765D","Fam Hsg O&M, DW","DEFW",2014,"2013",0,0,"Military Construction",
"0765D","Fam Hsg O&M, DW","DIA",2014,"2013",0,0,"Military Construction",
"0765D","Fam Hsg O&M, DW","DIA",2015,"2014",43629,0,"Military Construction",0
"0765D","Fam Hsg O&M, DW","DIA",2016,"2015",45445,0,"Military Construction",0
"0765D","Fam Hsg O&M, DW","DIA",2017,"2016",44675,0,"Military Construction",0
"0765D","Fam Hsg O&M, DW","DLA",2014,"2013",0,0,"Military Construction",
"0765D","Fam Hsg O&M, DW","DLA",2015,"2014",1069,0,"Military Construction",0
"0765D","Fam Hsg O&M, DW","DLA",2016,"2015",943,0,"Military Construction",0
"0765D","Fam Hsg O&M, DW","DLA",2017,"2016",955,0,"Military Construction",0
"0765D","Fam Hsg O&M, DW","NSA",2014,"2013",0,0,"Military Construction",
"0765D","Fam Hsg O&M, DW","NSA",2015,"2014",11147,0,"Military Construction",0
"0765D","Fam Hsg O&M, DW","NSA",2016,"2015",14712,0,"Military Construction",0
"0765D","Fam Hsg O&M, DW","NSA",2017,"2016",13038,0,"Military Construction",0
"0765D","Fam Hsg Op&Dt,D-W","DIA",2012,"2011",0,0,"Military Construction",
"0765D","Fam Hsg Op&Dt,D-W","DIA",2013,"2012",39251,0,"Military Construction",0
"0765D","Fam Hsg Op&Dt,D-W","DLA",2012,"2011",0,0,"Military Construction",
"0765D","Fam Hsg Op&Dt,D-W","DLA",2013,"2012",1222,0,"Military Construction",0
"0765D","Fam Hsg Op&Dt,D-W","NSA",2012,"2011",0,0,"Military Construction",
"0765D","Fam Hsg Op&Dt,D-W","NSA",2013,"2012",10250,0,"Military Construction",0
"0765D","Fam Hsg Op&Dt,D-W","UNDD",2012,"2011",0,0,"Military Construction",
"0804D","NATO Sec Inv Prgm","DEFW",2014,"2013",0,0,"Military Construction",
"0804D","NATO Sec Inv Prgm","DEFW",2015,"2014",199700,0,"Military Construction",0
"0804D","NATO Sec Inv Prgm","DEFW",2016,"2015",199700,0,"Military Construction",0
"0804D","NATO Sec Inv Prgm","DEFW",2017,"2016",135000,0,"Military Construction",0
"0804D","NATO Sec. Invest Prog.","DEFW",2013,"2012",247611,0,"Military Construction",0
"0804D","NATO Sec. Invest Prog.","UNDD",2012,"2011",0,0,"Military Construction",
"0834D","DoD Fam Hsg Imprv Fd","DEFW",2013,"2012",2184,0,"Military Construction",0
"0834D","DoD Fam Hsg Imprv Fd","UNDD",2012,"2011",0,0,"Military Construction",
"0834D","Fam Hsg Improve Fund","DEFW",2014,"2013",0,0,"Military Construction",
"0834D","Fam Hsg Improve Fund","DEFW",2015,"2014",1780,0,"Military Construction",0
"0834D","Fam Hsg Improve Fund","DEFW",2016,"2015",164682,0,"Military Construction",0
"0834D","Fam Hsg Improve Fund","DEFW",2017,"2016",2333,0,"Military Construction",0
"1205N","Mil Con, Navy","NAVY",2014,"2013",0,0,"Military Construction",
"1205N","Mil Con, Navy","NAVY",2015,"2014",1629690,0,"Military Construction",0
"1205N","Mil Con, Navy","NAVY",2016,"2015",1080159,0,"Military Construction",0
"1205N","Mil Con, Navy","NAVY",2017,"2016",1703739,0,"Military Construction",0
"1205N","Milcon, N","NAVY",2012,"2011",0,0,"Military Construction",
"1205N","Milcon, N","NAVY",2013,"2012",2302526,189703,"Military Construction",0.0761178045837682
"1235N","Mil Con, Navy Res","NAVY",2014,"2013",0,0,"Military Construction",
"1235N","Mil Con, Navy Res","NAVY",2015,"2014",29000,0,"Military Construction",0
"1235N","Mil Con, Navy Res","NAVY",2016,"2015",55504,0,"Military Construction",0
"1235N","Mil Con, Navy Res","NAVY",2017,"2016",36078,0,"Military Construction",0
"1235N","Milcon, Naval Res","NAVY",2012,"2011",0,0,"Military Construction",
"1235N","Milcon, Naval Res","NAVY",2013,"2012",26299,0,"Military Construction",0
"2050A","Milcon, A","ARMY",2012,"2011",0,0,"Military Construction",
"2050A","Milcon, A","ARMY",2013,"2012",3086491,80000,"Military Construction",0.0252645594129274
"2050A","MILCON, Army","ARMY",2014,"2013",0,0,"Military Construction",
"2050A","MILCON, Army","ARMY",2015,"2014",1104875,0,"Military Construction",0
"2050A","MILCON, Army","ARMY",2016,"2015",589427,37000,"Military Construction",0.05906514246672
"2050A","MILCON, Army","ARMY",2017,"2016",727745,0,"Military Construction",0
"2085A","MCon,Army NG","ARMY",2012,"2011",0,0,"Military Construction",
"2085A","MCon,Army NG","ARMY",2013,"2012",773592,0,"Military Construction",0
"2085A","MILCON, ARNG","ARMY",2014,"2013",0,0,"Military Construction",
"2085A","MILCON, ARNG","ARMY",2015,"2014",314740,0,"Military Construction",0
"2085A","MILCON, ARNG","ARMY",2016,"2015",133920,0,"Military Construction",0
"2085A","MILCON, ARNG","ARMY",2017,"2016",248537,0,"Military Construction",0
"2086A","MCon,A Res","ARMY",2012,"2011",0,0,"Military Construction",
"2086A","MCon,A Res","ARMY",2013,"2012",280549,0,"Military Construction",0
"2086A","MILCON, Army R","ARMY",2014,"2013",0,0,"Military Construction",
"2086A","MILCON, Army R","ARMY",2015,"2014",156560,0,"Military Construction",0
"2086A","MILCON, Army R","ARMY",2016,"2015",172683,0,"Military Construction",0
"2086A","MILCON, Army R","ARMY",2017,"2016",147795,0,"Military Construction",0
"3300F","Milcon, AF","AF",2012,"2011",0,0,"Military Construction",
"3300F","Milcon, AF","AF",2013,"2012",1227058,0,"Military Construction",0
"3300F","MilCon, Air Force","AF",2014,"2013",0,0,"Military Construction",
"3300F","MilCon, Air Force","AF",2015,"2014",1052796,0,"Military Construction",0
"3300F","MilCon, Air Force","AF",2016,"2015",853674,133060,"Military Construction",0.134848905581443
"3300F","MilCon, Air Force","AF",2017,"2016",1410185,0,"Military Construction",0
"3730F","MCon,AF Res","AF",2012,"2011",0,0,"Military Construction",
"3730F","MCon,AF Res","AF",2013,"2012",33620,0,"Military Construction",0
"3730F","MilCon, AF Res","AF",2014,"2013",0,0,"Military Construction",
"3730F","MilCon, AF Res","AF",2015,"2014",45659,0,"Military Construction",0
"3730F","MilCon, AF Res","AF",2016,"2015",49492,0,"Military Construction",0
"3730F","MilCon, AF Res","AF",2017,"2016",75421,0,"Military Construction",0
"3830F","MCon,Air NG","AF",2012,"2011",0,0,"Military Construction",
"3830F","MCon,Air NG","AF",2013,"2012",116246,0,"Military Construction",0
"3830F","MilCon, ANG","AF",2014,"2013",0,0,"Military Construction",
"3830F","MilCon, ANG","AF",2015,"2014",119800,0,"Military Construction",0
"3830F","MilCon, ANG","AF",2016,"2015",92663,0,"Military Construction",0
"3830F","MilCon, ANG","AF",2017,"2016",144838,0,"Military Construction",0
"4090D","Homeown Ast","ARMY",2012,"2011",0,0,"Military Construction",
"4090D","Homeown Ast","ARMY",2013,"2012",27000,0,"Military Construction",0
"4090D","Homeowners Asst Fund","ARMY",2014,"2013",0,0,"Military Construction",
"5562N","Ford Island Impvmt","NAVY",2015,"2014",8,0,"Military Construction",0
