"SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","SAG","SAG.Title","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype","AGtitle","BudgetSubActivityTitle","BudgetLineItem"
2014,"493003F","Working Capital Fund, Air Force","AF","21","Supply MGMT","050","111","Supplies and Materials (Medical/Dental)","Y","U",2014,"Total",,,,0,,"Working Capital Fund",,
2014,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","010","ES08","Defense Logistics Agency (DLA)","Y","U",2014,"Total",,,,178106,,"Working Capital Fund",,
2014,"493005D","Working Capital Fund, Defense-Wide","DEFW","20","DLA Working Capital Funds","020","CR","Adj to Match Continuing Resolution","Y","U",2014,"Total",,,,0,,"Undistributed",,
2014,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","030","CR","Adj to Match Continuing Resolution","Y","U",2014,"Total",,,,0,,"Undistributed",,
2014,"493004D","Working Capital Fund, DECA","DECA","20","Undistributed","010","ES11","Working Capital Fund, DECA","Y","U",2014,"Total",,,,1413001,,"Working Capital Fund Support",,
2014,"493004D","Working Capital Fund, DECA","DECA","20","Undistributed","020","CR","Adj to Match Continuing Resolution","Y","U",2014,"Total",,,,0,,"Undistributed",,
2014,"",,,,,,,,,,2014,"Total",,,,,,,,
2014,"*  Reflects the FY 2013 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",,,,,,,,,,2014,"Total",,,,,,,,
2014,"   by appropriation.",,,,,,,,,,2014,"Total",,,,,,,,
2015,"493001A","Working Capital Fund, Army","ARMY","20","Supply Management","010","200","Prepositioned War Reserve Stocks",,"U",2013,"Total",102636,,,,,"Working Capital Fund",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100","LMSR",,"U",2013,"Total",45550,,,,,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0120","T-AKE",,"U",2013,"Total",50,,,,,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","0401","MPF MLP",,"U",2013,"Total",72679,,,,,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","040","5000","Post Delivery and Outfitting",,"U",2013,"Total",21966,,,,,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0200","National Def Sealift Vessel",,"U",2013,"Total",195220,,,,,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0220","LG Med Spd Ro/Ro Maintenance",,"U",2013,"Total",0,,,,,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0230","DoD Mobilization Alterations",,"U",2013,"Total",0,,,,,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","080","0250","TAH Maintenance",,"U",2013,"Total",0,,,,,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","090","0900","Research And Development",,"U",2013,"Total",40137,,,,,"Research And Development",,
2015,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","100","0500","Ready Reserve Force",,"U",2013,"Total",307640,,,,,"Ready Reserve and Prepositioning Force",,
2015,"493002N","Working Capital Fund, Navy","NAVY","20","Undistributed","010","UNDD","Undistributed",,"U",2013,"Total",24200,,,,,"Undistributed",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","010","111","Supplies and Materials (Medical/Dental)",,"U",2013,"Total",45452,,,,,"Working Capital Fund",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","020","200","Transportation Fallen Heroes",,"U",2013,"Total",10000,,,,,"Working Capital Fund",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","021","221","C-17 CLS Engine Cost Increase",,"U",2013,"Total",0,,,,,"Working Capital Fund",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","030","ES17","Fuel Cost",,"U",2013,"Total",0,,,,,"Working Capital Fund",,
2015,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","010","ES08","Defense Logistics Agency (DLA)",,"U",2013,"Total",230135,,,,,"Working Capital Fund",,
2015,"493004D","Working Capital Fund, DECA","DECA","20","Undistributed","010","ES11","Working Capital Fund, DECA",,"U",2013,"Total",1369559,,,,,"Working Capital Fund Support",,
2015,"493001A","Working Capital Fund, Army","ARMY","20","Supply Management","010","200","Prepositioned War Reserve Stocks",,"U",2014,"Base",,,175158,,,"Working Capital Fund",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100","LMSR",,"U",2014,"Base",,,0,,,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0120","T-AKE",,"U",2014,"Base",,,0,,,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","0401","MPF MLP",,"U",2014,"Base",,,22617,,,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","040","5000","Post Delivery and Outfitting",,"U",2014,"Base",,,33282,,,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0200","National Def Sealift Vessel",,"U",2014,"Base",,,0,,,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0220","LG Med Spd Ro/Ro Maintenance",,"U",2014,"Base",,,116784,,,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0230","DoD Mobilization Alterations",,"U",2014,"Base",,,60703,,,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","080","0250","TAH Maintenance",,"U",2014,"Base",,,19809,,,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","090","0900","Research And Development",,"U",2014,"Base",,,44993,,,"Research And Development",,
2015,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","100","0500","Ready Reserve Force",,"U",2014,"Base",,,299025,,,"Ready Reserve and Prepositioning Force",,
2015,"493002N","Working Capital Fund, Navy","NAVY","20","Undistributed","010","UNDD","Undistributed",,"U",2014,"Base",,,0,,,"Undistributed",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","010","111","Supplies and Materials (Medical/Dental)",,"U",2014,"Base",,,61731,,,"Working Capital Fund",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","020","200","Transportation Fallen Heroes",,"U",2014,"Base",,,0,,,"Working Capital Fund",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","021","221","C-17 CLS Engine Cost Increase",,"U",2014,"Base",,,0,,,"Working Capital Fund",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","030","ES17","Fuel Cost",,"U",2014,"Base",,,0,,,"Working Capital Fund",,
2015,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","010","ES08","Defense Logistics Agency (DLA)",,"U",2014,"Base",,,46428,,,"Working Capital Fund",,
2015,"493004D","Working Capital Fund, DECA","DECA","20","Undistributed","010","ES11","Working Capital Fund, DECA",,"U",2014,"Base",,,1365897,,,"Working Capital Fund Support",,
2015,"493001A","Working Capital Fund, Army","ARMY","20","Supply Management","010","200","Prepositioned War Reserve Stocks",,"U",2014,"OCO",,,44732,,,"Working Capital Fund",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100","LMSR",,"U",2014,"OCO",,,0,,,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0120","T-AKE",,"U",2014,"OCO",,,0,,,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","0401","MPF MLP",,"U",2014,"OCO",,,0,,,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","040","5000","Post Delivery and Outfitting",,"U",2014,"OCO",,,0,,,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0200","National Def Sealift Vessel",,"U",2014,"OCO",,,0,,,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0220","LG Med Spd Ro/Ro Maintenance",,"U",2014,"OCO",,,0,,,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0230","DoD Mobilization Alterations",,"U",2014,"OCO",,,0,,,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","080","0250","TAH Maintenance",,"U",2014,"OCO",,,0,,,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","090","0900","Research And Development",,"U",2014,"OCO",,,0,,,"Research And Development",,
2015,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","100","0500","Ready Reserve Force",,"U",2014,"OCO",,,0,,,"Ready Reserve and Prepositioning Force",,
2015,"493002N","Working Capital Fund, Navy","NAVY","20","Undistributed","010","UNDD","Undistributed",,"U",2014,"OCO",,,0,,,"Undistributed",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","010","111","Supplies and Materials (Medical/Dental)",,"U",2014,"OCO",,,0,,,"Working Capital Fund",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","020","200","Transportation Fallen Heroes",,"U",2014,"OCO",,,10000,,,"Working Capital Fund",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","021","221","C-17 CLS Engine Cost Increase",,"U",2014,"OCO",,,78500,,,"Working Capital Fund",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","030","ES17","Fuel Cost",,"U",2014,"OCO",,,0,,,"Working Capital Fund",,
2015,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","010","ES08","Defense Logistics Agency (DLA)",,"U",2014,"OCO",,,131678,,,"Working Capital Fund",,
2015,"493004D","Working Capital Fund, DECA","DECA","20","Undistributed","010","ES11","Working Capital Fund, DECA",,"U",2014,"OCO",,,0,,,"Working Capital Fund Support",,
2015,"493001A","Working Capital Fund, Army","ARMY","20","Supply Management","010","200","Prepositioned War Reserve Stocks",,"U",2014,"Total",,219890,,,,"Working Capital Fund",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100","LMSR",,"U",2014,"Total",,0,,,,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0120","T-AKE",,"U",2014,"Total",,0,,,,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","0401","MPF MLP",,"U",2014,"Total",,22617,,,,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","040","5000","Post Delivery and Outfitting",,"U",2014,"Total",,33282,,,,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0200","National Def Sealift Vessel",,"U",2014,"Total",,0,,,,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0220","LG Med Spd Ro/Ro Maintenance",,"U",2014,"Total",,116784,,,,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0230","DoD Mobilization Alterations",,"U",2014,"Total",,60703,,,,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","080","0250","TAH Maintenance",,"U",2014,"Total",,19809,,,,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","090","0900","Research And Development",,"U",2014,"Total",,44993,,,,"Research And Development",,
2015,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","100","0500","Ready Reserve Force",,"U",2014,"Total",,299025,,,,"Ready Reserve and Prepositioning Force",,
2015,"493002N","Working Capital Fund, Navy","NAVY","20","Undistributed","010","UNDD","Undistributed",,"U",2014,"Total",,0,,,,"Undistributed",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","010","111","Supplies and Materials (Medical/Dental)",,"U",2014,"Total",,61731,,,,"Working Capital Fund",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","020","200","Transportation Fallen Heroes",,"U",2014,"Total",,10000,,,,"Working Capital Fund",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","021","221","C-17 CLS Engine Cost Increase",,"U",2014,"Total",,78500,,,,"Working Capital Fund",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","030","ES17","Fuel Cost",,"U",2014,"Total",,0,,,,"Working Capital Fund",,
2015,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","010","ES08","Defense Logistics Agency (DLA)",,"U",2014,"Total",,178106,,,,"Working Capital Fund",,
2015,"493004D","Working Capital Fund, DECA","DECA","20","Undistributed","010","ES11","Working Capital Fund, DECA",,"U",2014,"Total",,1365897,,,,"Working Capital Fund Support",,
2015,"493001A","Working Capital Fund, Army","ARMY","20","Supply Management","010","200","Prepositioned War Reserve Stocks",,"U",2015,"Base",,,,,13727,"Working Capital Fund",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100","LMSR",,"U",2015,"Base",,,,,0,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0120","T-AKE",,"U",2015,"Base",,,,,0,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","0401","MPF MLP",,"U",2015,"Base",,,,,0,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","040","5000","Post Delivery and Outfitting",,"U",2015,"Base",,,,,0,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0200","National Def Sealift Vessel",,"U",2015,"Base",,,,,0,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0220","LG Med Spd Ro/Ro Maintenance",,"U",2015,"Base",,,,,0,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0230","DoD Mobilization Alterations",,"U",2015,"Base",,,,,0,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","080","0250","TAH Maintenance",,"U",2015,"Base",,,,,0,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","090","0900","Research And Development",,"U",2015,"Base",,,,,0,"Research And Development",,
2015,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","100","0500","Ready Reserve Force",,"U",2015,"Base",,,,,0,"Ready Reserve and Prepositioning Force",,
2015,"493002N","Working Capital Fund, Navy","NAVY","20","Undistributed","010","UNDD","Undistributed",,"U",2015,"Base",,,,,0,"Undistributed",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","010","111","Supplies and Materials (Medical/Dental)",,"U",2015,"Base",,,,,61717,"Working Capital Fund",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","020","200","Transportation Fallen Heroes",,"U",2015,"Base",,,,,0,"Working Capital Fund",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","021","221","C-17 CLS Engine Cost Increase",,"U",2015,"Base",,,,,0,"Working Capital Fund",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","030","ES17","Fuel Cost",,"U",2015,"Base",,,,,0,"Working Capital Fund",,
2015,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","010","ES08","Defense Logistics Agency (DLA)",,"U",2015,"Base",,,,,44293,"Working Capital Fund",,
2015,"493004D","Working Capital Fund, DECA","DECA","20","Undistributed","010","ES11","Working Capital Fund, DECA",,"U",2015,"Base",,,,,1114731,"Working Capital Fund Support",,
2015,"493001A","Working Capital Fund, Army","ARMY","20","Supply Management","010","200","Prepositioned War Reserve Stocks",,"U",2015,"OCO",,,,,0,"Working Capital Fund",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100","LMSR",,"U",2015,"OCO",,,,,0,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0120","T-AKE",,"U",2015,"OCO",,,,,0,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","0401","MPF MLP",,"U",2015,"OCO",,,,,0,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","040","5000","Post Delivery and Outfitting",,"U",2015,"OCO",,,,,0,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0200","National Def Sealift Vessel",,"U",2015,"OCO",,,,,0,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0220","LG Med Spd Ro/Ro Maintenance",,"U",2015,"OCO",,,,,0,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0230","DoD Mobilization Alterations",,"U",2015,"OCO",,,,,0,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","080","0250","TAH Maintenance",,"U",2015,"OCO",,,,,0,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","090","0900","Research And Development",,"U",2015,"OCO",,,,,0,"Research And Development",,
2015,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","100","0500","Ready Reserve Force",,"U",2015,"OCO",,,,,0,"Ready Reserve and Prepositioning Force",,
2015,"493002N","Working Capital Fund, Navy","NAVY","20","Undistributed","010","UNDD","Undistributed",,"U",2015,"OCO",,,,,0,"Undistributed",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","010","111","Supplies and Materials (Medical/Dental)",,"U",2015,"OCO",,,,,0,"Working Capital Fund",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","020","200","Transportation Fallen Heroes",,"U",2015,"OCO",,,,,0,"Working Capital Fund",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","021","221","C-17 CLS Engine Cost Increase",,"U",2015,"OCO",,,,,0,"Working Capital Fund",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","030","ES17","Fuel Cost",,"U",2015,"OCO",,,,,5000,"Working Capital Fund",,
2015,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","010","ES08","Defense Logistics Agency (DLA)",,"U",2015,"OCO",,,,,86350,"Working Capital Fund",,
2015,"493004D","Working Capital Fund, DECA","DECA","20","Undistributed","010","ES11","Working Capital Fund, DECA",,"U",2015,"OCO",,,,,0,"Working Capital Fund Support",,
2015,"493001A","Working Capital Fund, Army","ARMY","20","Supply Management","010","200","Prepositioned War Reserve Stocks",,"U",2015,"Total",,,,13727,,"Working Capital Fund",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100","LMSR",,"U",2015,"Total",,,,0,,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0120","T-AKE",,"U",2015,"Total",,,,0,,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","0401","MPF MLP",,"U",2015,"Total",,,,0,,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","040","5000","Post Delivery and Outfitting",,"U",2015,"Total",,,,0,,"Strategic Sealift Acquisition",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0200","National Def Sealift Vessel",,"U",2015,"Total",,,,0,,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0220","LG Med Spd Ro/Ro Maintenance",,"U",2015,"Total",,,,0,,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0230","DoD Mobilization Alterations",,"U",2015,"Total",,,,0,,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","080","0250","TAH Maintenance",,"U",2015,"Total",,,,0,,"Mobilization Preparedness",,
2015,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","090","0900","Research And Development",,"U",2015,"Total",,,,0,,"Research And Development",,
2015,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","100","0500","Ready Reserve Force",,"U",2015,"Total",,,,0,,"Ready Reserve and Prepositioning Force",,
2015,"493002N","Working Capital Fund, Navy","NAVY","20","Undistributed","010","UNDD","Undistributed",,"U",2015,"Total",,,,0,,"Undistributed",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","010","111","Supplies and Materials (Medical/Dental)",,"U",2015,"Total",,,,61717,,"Working Capital Fund",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","020","200","Transportation Fallen Heroes",,"U",2015,"Total",,,,0,,"Working Capital Fund",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","021","221","C-17 CLS Engine Cost Increase",,"U",2015,"Total",,,,0,,"Working Capital Fund",,
2015,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","030","ES17","Fuel Cost",,"U",2015,"Total",,,,5000,,"Working Capital Fund",,
2015,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","010","ES08","Defense Logistics Agency (DLA)",,"U",2015,"Total",,,,130643,,"Working Capital Fund",,
2015,"493004D","Working Capital Fund, DECA","DECA","20","Undistributed","010","ES11","Working Capital Fund, DECA",,"U",2015,"Total",,,,1114731,,"Working Capital Fund Support",,
2016,"493001A","Working Capital Fund, Army","ARMY","01","Working Capital Fund","010","100","Industrial Operations",,"U",2014,"Total",150000,,,,,"Army Arsenals Initiative",,
2016,"493001A","Working Capital Fund, Army","ARMY","04","Supply Management - Army","020","400","Supply Management - Army",,"U",2014,"Total",78646,,,,,"Army Supply Management",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100","LMSR",,"U",2014,"Total",9724,,,,,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0120","T-AKE",,"U",2014,"Total",86,,,,,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","0401","MPF MLP",,"U",2014,"Total",186231,,,,,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","040","5000","Post Delivery and Outfitting",,"U",2014,"Total",30080,,,,,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0200","National Def Sealift Vessel",,"U",2014,"Total",25881,,,,,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0220","LG Med Spd Ro/Ro Maintenance",,"U",2014,"Total",97816,,,,,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0230","DoD Mobilization Alterations",,"U",2014,"Total",60703,,,,,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","080","0250","TAH Maintenance",,"U",2014,"Total",19809,,,,,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","090","0900","Research And Development",,"U",2014,"Total",31072,,,,,"Research And Development",,
2016,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","100","0500","Ready Reserve Force",,"U",2014,"Total",300014,,,,,"Ready Reserve and Prepositioning Force",,
2016,"493003F","Working Capital Fund, Air Force","AF","20","Undistributed","010","110","Supplies and Materials",,"U",2014,"Total",133719,,,,,"Working Capital Fund",,
2016,"493003F","Working Capital Fund, Air Force","AF","20","Undistributed","020","ES17","Transportation of Fallen Heroes",,"U",2014,"Total",10000,,,,,"Working Capital Fund",,
2016,"493005D","Working Capital Fund, Defense-Wide","DLA","06","Energy Management - Defense","010","010","Energy Management - Def",,"U",2014,"Total",84978,,,,,"Working Capital Fund Support",,
2016,"493005D","Working Capital Fund, Defense-Wide","DLA","08","Supply Chain Management - Defense","020","010","Supply Chain Management - Def",,"U",2014,"Total",93128,,,,,"Working Capital Fund Support",,
2016,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","030","ES08","Defense Logistics Agency (DLA)",,"U",2014,"Total",0,,,,,"Working Capital Fund",,
2016,"493004D","Working Capital Fund, DECA","DECA","01","Commissary Resale Stocks","010","ES11","Working Capital Fund, DECA",,"U",2014,"Total",1278366,,,,,"Working Capital Fund Support",,
2016,"493004D","Working Capital Fund, DECA","DECA","02","Commissary Operations","020","ES12","Working Capital Fund, DECA",,"U",2014,"Total",0,,,,,"Working Capital Fund Support",,
2016,"493001A","Working Capital Fund, Army","ARMY","01","Working Capital Fund","010","100","Industrial Operations",,"U",2015,"Base",,,225000,,,"Army Arsenals Initiative",,
2016,"493001A","Working Capital Fund, Army","ARMY","04","Supply Management - Army","020","400","Supply Management - Army",,"U",2015,"Base",,,13727,,,"Army Supply Management",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100","LMSR",,"U",2015,"Base",,,0,,,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0120","T-AKE",,"U",2015,"Base",,,0,,,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","0401","MPF MLP",,"U",2015,"Base",,,0,,,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","040","5000","Post Delivery and Outfitting",,"U",2015,"Base",,,17300,,,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0200","National Def Sealift Vessel",,"U",2015,"Base",,,0,,,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0220","LG Med Spd Ro/Ro Maintenance",,"U",2015,"Base",,,105900,,,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0230","DoD Mobilization Alterations",,"U",2015,"Base",,,19000,,,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","080","0250","TAH Maintenance",,"U",2015,"Base",,,27200,,,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","090","0900","Research And Development",,"U",2015,"Base",,,24417,,,"Research And Development",,
