"","SourceFiscalYear","AccountDSI","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","AGtitle","LineNumber","LineNumber","SAG","SAG.Title","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"2233",2012,"0130","D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","030","030","","Consolidated Health Support","Y","Y","U",2012,"OCO",NA,NA,NA,NA,95994
"2234",2012,"0130","D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","040","040","","Information Management","Y","Y","U",2012,"OCO",NA,NA,NA,NA,5548
"2235",2012,"0130","D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","050","050","","Management Activities","Y","Y","U",2012,"OCO",NA,NA,NA,NA,751
"2236",2012,"0130","D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","060","060","","Education And Training","Y","Y","U",2012,"OCO",NA,NA,NA,NA,16859
"2237",2012,"0130","D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","070","070","","Base Operations/Communications","Y","Y","U",2012,"OCO",NA,NA,NA,NA,2271
"2238",2012,"0130","D","Defense Health Program","DHP","02","RDT&E","Defensewide Activities","080","080","","Defense Health Program","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2239",2012,"0130","D","Defense Health Program","DHP","03","Procurement","Defensewide Activities","090","090","","Defense Health Program","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2240",2012,"0130","D","Defense Health Program","DHP","20","Undistributed","Undistributed","100","100","","Adj to Match Continuing Resolution","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2241",2012,"0819","D","Overseas Humanitarian, Disaster and Civic Aid","DSCA","01","Humanitarian Assistance","Defensewide Activities","010","010","","Overseas Humanitarian, Disaster And Civic Aid","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2242",2012,"0819","D","Overseas Humanitarian, Disaster and Civic Aid","DSCA","20","Undistributed","Undistributed","020","020","","Adj to Match Continuing Resolution","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2243",2012,"0134","D","Former Soviet Union (FSU) Threat Reduction","DTRA","01","Former Soviet Union (FSU) Threat Reduction","Defensewide Activities","010","010","","Former Soviet Union (Fsu) Threat Reduction","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2244",2012,"0134","D","Former Soviet Union (FSU) Threat Reduction","DTRA","20","Undistributed","Undistributed","020","020","","Adj to Match Continuing Resolution","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2245",2012,"0111","D","DoD Acquisition Workforce Development Fund","AT&L","01","ACQ WORKFORCE DEV FD","Acq Workforce Dev Fd","010","010","","Acq Workforce Dev Fd","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2246",2012,"0111","D","DoD Acquisition Workforce Development Fund","AT&L","20","Undistributed","Undistributed","020","020","","Adj to Match Continuing Resolution","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2247",2012,"0105","D","Drug Interdiction & Ctr-Drug Activities, Def","DEPS","01","Operating Forces","Defensewide Activities","010","010","","Drug Interdiction And Counter-Drug Activities, Defense","Y","Y","U",2012,"OCO",NA,NA,NA,NA,486458
"2248",2012,"0105","D","Drug Interdiction & Ctr-Drug Activities, Def","DEPS","20","Undistributed","Undistributed","020","020","","Adj to Match Continuing Resolution","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2249",2012,"0810","A","Environmental Restoration, Army","ARMY","01","Environmental Restoration, Army","Defense Environmental Restoration Fund","030","030","","Environmental Restoration, Army","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2250",2012,"0810","A","Environmental Restoration, Army","ARMY","20","Environmental Restoration, Army","Undistributed","040","040","","Adj to Match Continuing Resolution","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2251",2012,"0810","N","Environmental Restoration, Navy","NAVY","02","Environmental Restoration, Navy","Administration","050","050","","Environmental Restoration, Navy","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2252",2012,"0810","N","Environmental Restoration, Navy","NAVY","20","Environmental Restoration, Navy","Undistributed","060","060","","Adj to Match Continuing Resolution","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2253",2012,"0810","F","Environmental Restoration, Air Force","AF","03","Environmental Restoration, Air Force","Administration","070","070","","Environmental Restoration, Air Force","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2254",2012,"0810","F","Environmental Restoration, Air Force","AF","20","Environmental Restoration, Air Force","Undistributed","080","080","","Adj to Match Continuing Resolution","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2255",2012,"0810","D","Environmental Restoration, Defense","UNDD","04","Environmental Restoration, Defense","Administration","090","090","","Environmental Restoration, Defense","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2256",2012,"0810","D","Environmental Restoration, Defense","UNDD","20","Environmental Restoration, Defense","Undistributed","100","100","","Adj to Match Continuing Resolution","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2257",2012,"0811","D","Environmental Restoration Formerly Used Sites","UNDD","05","Environmental Restoration Used Sites","Administration","110","110","","Environmental Restoration Formerly Used Sites","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2258",2012,"0811","D","Environmental Restoration Formerly Used Sites","UNDD","20","Undistributed","Undistributed","120","120","","Adj to Match Continuing Resolution","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2259",2012,"0118","D","Overseas Contingency Operations Transfer Fund","UNDD","01","Overseas Contingency Operations Transfer Fund","Administration","130","130","","Overseas Contingency Operations Transfer Fund","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2260",2012,"0118","D","Overseas Contingency Operations Transfer Fund","UNDD","20","Undistributed","Undistributed","140","140","","Adj to Match Continuing Resolution","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2261",2012,"1236","N","Payment to Kaho'olawe Island Fund","NAVY","01","Payment to Kaho'olawe Island Fund","Logistics Operations And Technical Support","150","150","","Payment To Kaho'Olawe Island Fund","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2262",2012,"0838","D","Support Of International Sporting Comptns, Def","ARMY","01","Operations Support","Administration","160","160","","Support Of International Sporting Competitions, Defense","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2263",2012,"0833","D","Emergency Response Fund, Defense","UNDD","01","Increased Situational Awareness","Administration","170","170","","Emergency Response Fund, Defense","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2264",2012,"4965","D","Emergency Response Fund","UNDD","20","Undistributed","Administration","180","180","","Emergency Response Fund","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2265",2012,"5286","A","National Science Center, Army","ARMY","10","Concept Obligations","National Science Center, Army","190","190","","National Science Center, Army","N","N","U",2012,"OCO",NA,NA,NA,NA,0
"2266",2012,"5188","D","Disposal of DoD Real Property","AF","10","Concept Obligations","Disposal Of Dod Real Property","","","","Disposal Of DoD Real Property","N","N","U",2012,"OCO",NA,NA,NA,NA,0
"2267",2012,"5188","D","Disposal of DoD Real Property","ARMY","10","Concept Obligations","Disposal Of Dod Real Property","200","200","","Disposal Of DoD Real Property","N","N","U",2012,"OCO",NA,NA,NA,NA,0
"2268",2012,"5188","D","Disposal of DoD Real Property","NAVY","10","Concept Obligations","Disposal Of Dod Real Property","","","","Disposal Of DoD Real Property","N","N","U",2012,"OCO",NA,NA,NA,NA,0
"2269",2012,"5188","D","Disposal of DoD Real Property","UNDD","10","Concept Obligations","Disposal Of Dod Real Property","","","","Disposal Of DoD Real Property","N","N","U",2012,"OCO",NA,NA,NA,NA,0
"2270",2012,"5188","D","Disposal of DoD Real Property","UNDD","20","Undistributed","Undistributed","210","210","","Adj to Match Continuing Resolution","N","N","U",2012,"OCO",NA,NA,NA,NA,0
"2271",2012,"5189","D","Lease of DoD Real Property","AF","10","Concept Obligations","Lease Of Dod Real Property","","","","Lease Of DoD Real Property","N","N","U",2012,"OCO",NA,NA,NA,NA,0
"2272",2012,"5189","D","Lease of DoD Real Property","ARMY","10","Concept Obligations","Lease Of Dod Real Property","220","220","","Lease Of DoD Real Property","N","N","U",2012,"OCO",NA,NA,NA,NA,0
"2273",2012,"5189","D","Lease of DoD Real Property","NAVY","10","Concept Obligations","Lease Of Dod Real Property","","","","Lease Of DoD Real Property","N","N","U",2012,"OCO",NA,NA,NA,NA,0
"2274",2012,"5189","D","Lease of DoD Real Property","UNDD","10","Concept Obligations","Lease Of Dod Real Property","","","","Lease Of DoD Real Property","N","N","U",2012,"OCO",NA,NA,NA,NA,0
"2275",2012,"5189","D","Lease of DoD Real Property","UNDD","20","Undistributed","Undistributed","230","230","","Adj to Match Continuing Resolution","N","N","U",2012,"OCO",NA,NA,NA,NA,0
"2276",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"OCO",NA,NA,NA,NA,NA
"2277",2012,"* Reflects the FY 2011 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"OCO",NA,NA,NA,NA,NA
"2278",2012,"by appropriation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"OCO",NA,NA,NA,NA,NA
"2279",2012,"** Adjusts each budget line included in the FY 2011 President's Budget request proportionally to match the Annualized Continuing Resolution funding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"OCO",NA,NA,NA,NA,NA
"2280",2012,"level for each appropriation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"OCO",NA,NA,NA,NA,NA
"2281",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","010","010","111","Maneuver Units","Y","Y","U",2012,"Total",NA,NA,NA,1399804,NA
"2282",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","020","020","112","Modular Support Brigades","Y","Y","U",2012,"Total",NA,NA,NA,104629,NA
"2283",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","030","030","113","Echelons Above Brigade","Y","Y","U",2012,"Total",NA,NA,NA,815920,NA
"2284",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","040","040","114","Theater Level Assets","Y","Y","U",2012,"Total",NA,NA,NA,4249901,NA
"2285",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","050","050","115","Land Forces Operations Support","Y","Y","U",2012,"Total",NA,NA,NA,2780117,NA
"2286",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","060","060","116","Aviation Assets","Y","Y","U",2012,"Total",NA,NA,NA,1286506,NA
"2287",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness","070","070","121","Force Readiness Operations Support","Y","Y","U",2012,"Total",NA,NA,NA,5615276,NA
"2288",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness","080","080","122","Land Forces Systems Readiness","Y","Y","U",2012,"Total",NA,NA,NA,1030228,NA
"2289",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness","090","090","123","Land Forces Depot Maintenance","Y","Y","U",2012,"Total",NA,NA,NA,2179675,NA
"2290",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","100","100","131","Base Operations Support","Y","Y","U",2012,"Total",NA,NA,NA,8588423,NA
"2291",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","110","110","132","Facilities Sustainment, Restoration, & Modernization","Y","Y","U",2012,"Total",NA,NA,NA,2745667,NA
"2292",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","120","120","133","Management And Operational Hq","Y","Y","U",2012,"Total",NA,NA,NA,397952,NA
"2293",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","130","130","134","Combatant Commanders Core Operations","Y","Y","U",2012,"Total",NA,NA,NA,171179,NA
"2294",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","140","140","135","Additional Activities","Y","Y","U",2012,"Total",NA,NA,NA,22998441,NA
"2295",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","150","150","136","CommanderS Emergency Response Program","Y","Y","U",2012,"Total",NA,NA,NA,425000,NA
"2296",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","160","160","137","RESET","Y","Y","U",2012,"Total",NA,NA,NA,3955429,NA
"2297",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","170","170","138","Combatant Commanders Ancillary Missions","Y","Y","U",2012,"Total",NA,NA,NA,459585,NA
"2298",2012,"2020","A","Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","180","180","211","Strategic Mobility","Y","Y","U",2012,"Total",NA,NA,NA,390394,NA
"2299",2012,"2020","A","Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","190","190","212","Army Prepositioning Stocks","Y","Y","U",2012,"Total",NA,NA,NA,169535,NA
"2300",2012,"2020","A","Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","200","200","213","Industrial Preparedness","Y","Y","U",2012,"Total",NA,NA,NA,6675,NA
"2301",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","210","210","311","Officer Acquisition","Y","Y","U",2012,"Total",NA,NA,NA,113262,NA
"2302",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","220","220","312","Recruit Training","Y","Y","U",2012,"Total",NA,NA,NA,71012,NA
"2303",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","230","230","313","One Station Unit Training","Y","Y","U",2012,"Total",NA,NA,NA,49275,NA
"2304",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","240","240","314","Senior Reserve Officers Training Corps","Y","Y","U",2012,"Total",NA,NA,NA,417071,NA
"2305",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skills And Advanced Training","250","250","321","Specialized Skill Training","Y","Y","U",2012,"Total",NA,NA,NA,1045948,NA
"2306",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skills And Advanced Training","260","260","322","Flight Training","Y","Y","U",2012,"Total",NA,NA,NA,1083808,NA
"2307",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skills And Advanced Training","270","270","323","Professional Development Education","Y","Y","U",2012,"Total",NA,NA,NA,191073,NA
"2308",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skills And Advanced Training","280","280","324","Training Support","Y","Y","U",2012,"Total",NA,NA,NA,607896,NA
"2309",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting And Other Training & Education","290","290","331","Recruiting And Advertising","Y","Y","U",2012,"Total",NA,NA,NA,523501,NA
"2310",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting And Other Training & Education","300","300","332","Examining","Y","Y","U",2012,"Total",NA,NA,NA,139159,NA
"2311",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting And Other Training & Education","310","310","333","Off-Duty And Voluntary Education","Y","Y","U",2012,"Total",NA,NA,NA,238978,NA
"2312",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting And Other Training & Education","320","320","334","Civilian Education And Training","Y","Y","U",2012,"Total",NA,NA,NA,221156,NA
"2313",2012,"2020","A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting And Other Training & Education","330","330","335","Junior ROTC","Y","Y","U",2012,"Total",NA,NA,NA,170889,NA
"2314",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Security Programs","340","340","411","Security Programs","Y","Y","U",2012,"Total",NA,NA,NA,3471927,NA
"2315",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","350","350","421","Servicewide Transportation","Y","Y","U",2012,"Total",NA,NA,NA,4031520,NA
"2316",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","360","360","422","Central Supply Activities","Y","Y","U",2012,"Total",NA,NA,NA,756408,NA
"2317",2012,"2020","A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","370","370","423","Logistic Support Activities","Y","Y","U",2012,"Total",NA,NA,NA,484075,NA
