"","FiscalYear","AccountDSI","OriginType","SourceFiscalYear","EnactedTotal","EnactedType"
"2719","2015","2033A","OCO",2015,0,0
"2720","2015","2034A","OCO",2015,0,0
"2721","2015","2035A","OCO",2015,0,0
"2722","2015","2040A","OCO",2015,0,0
"2723","2015","2065A","OCO",2015,0,0
"2724","2015","2080A","OCO",2015,0,0
"2725","2015","2091A","OCO",2015,0,0
"2726","2015","2093A","OCO",2015,0,0
"2727","2015","2096A","OCO",2015,0,0
"2728","2015","3010F","OCO",2015,0,0
"2729","2015","3011F","OCO",2015,0,0
"2730","2015","3020F","OCO",2015,0,0
"2731","2015","3080F","OCO",2015,0,0
"2732","2015","3400F","OCO",2015,0,0
"2733","2015","3600F","OCO",2015,0,0
"2734","2015","3740F","OCO",2015,0,0
"2735","2015","3840F","OCO",2015,0,0
"2736","2015","4557N","OCO",2015,0,0
"2737","2015","493001A","OCO",2015,0,0
"2738","2015","493002N","OCO",2015,0,0
"2739","2015","493003F","OCO",2015,0,0
"2740","2015","493004D","OCO",2015,0,0
"2741","2015","493005D","OCO",2015,0,0
"2742","2015","5098A","OCO",2015,0,0
"2743","2015","5188D","OCO",2015,0,0
"2744","2015","5189D","OCO",2015,0,0
"2745","2015","5751D","OCO",2015,0,0
"2746","2015","Unlabeled","OCO",2015,0,0
"2747","2015","*  Aircraft Procurement Army - This total reflects cancellation of $80,000 proposed in the FY 2015 President's Budget, but does not reflect cancellation of $117,000 proposed in the OCO amendment to the FY 2015 President's Budget.","Total",2015,0,0
"2748","2015","*  Missile Procurement Air Force - This total reflects cancellation of $67,000 proposed in the FY 2015 President's Budget.","Total",2015,0,0
"2749","2015","* Defense Health Program - $161.8M for transfer to the Veteran's Administration included in this total.","Total",2015,0,0
"2750","2015","* Operation & Maintenance, Navy - $291M for transfer to the Maritime Administration included in this total.","Total",2015,0,0
"2751","2015","** Other Procurement Army - This total reflects cancellation of $118,685 proposed in the FY 2015 President;s Budget.","Total",2015,0,0
"2752","2015","0100D","Total",2015,0,0
"2753","2015","0104D","Total",2015,0,0
"2754","2015","0105D","Total",2015,0,0
"2755","2015","0107D","Total",2015,0,0
"2756","2015","0111D","Total",2015,0,0
"2757","2015","0114D","Total",2015,0,0
"2758","2015","0118D","Total",2015,0,0
"2759","2015","0130D","Total",2015,0,0
"2760","2015","0134D","Total",2015,0,0
"2761","2015","0145D","Total",2015,0,0
"2762","2015","0300D","Total",2015,0,0
"2763","2015","0303D","Total",2015,0,0
"2764","2015","0350D","Total",2015,0,0
"2765","2015","0360D","Total",2015,0,0
"2766","2015","0390D","Total",2015,0,0
"2767","2015","0400D","Total",2015,0,0
"2768","2015","0460D","Total",2015,0,0
"2769","2015","0513N","Total",2015,0,0
"2770","2015","0810A","Total",2015,0,0
"2771","2015","0810D","Total",2015,0,0
"2772","2015","0810F","Total",2015,0,0
"2773","2015","0810N","Total",2015,0,0
"2774","2015","0811D","Total",2015,0,0
"2775","2015","0819D","Total",2015,0,0
"2776","2015","0833D","Total",2015,0,0
"2777","2015","0838D","Total",2015,0,0
"2778","2015","1106N","Total",2015,0,0
"2779","2015","1107N","Total",2015,0,0
"2780","2015","1109N","Total",2015,0,0
"2781","2015","1319N","Total",2015,0,0
"2782","2015","1506N","Total",2015,0,0
"2783","2015","1507N","Total",2015,0,0
"2784","2015","1508N","Total",2015,0,0
"2785","2015","1611N","Total",2015,0,0
"2786","2015","1804N","Total",2015,0,0
"2787","2015","1806N","Total",2015,0,0
"2788","2015","1810N","Total",2015,0,0
"2789","2015","2020A","Total",2015,0,0
"2790","2015","2031A","Total",2015,0,0
"2791","2015","2032A","Total",2015,0,0
"2792","2015","2033A","Total",2015,0,0
"2793","2015","2034A","Total",2015,0,0
"2794","2015","2035A","Total",2015,0,0
"2795","2015","2040A","Total",2015,0,0
"2796","2015","2065A","Total",2015,0,0
"2797","2015","2080A","Total",2015,0,0
"2798","2015","2091A","Total",2015,0,0
"2799","2015","2093A","Total",2015,0,0
"2800","2015","2096A","Total",2015,0,0
"2801","2015","3010F","Total",2015,0,0
"2802","2015","3011F","Total",2015,0,0
"2803","2015","3020F","Total",2015,0,0
"2804","2015","3080F","Total",2015,0,0
"2805","2015","3400F","Total",2015,0,0
"2806","2015","3600F","Total",2015,0,0
"2807","2015","3740F","Total",2015,0,0
"2808","2015","3840F","Total",2015,0,0
"2809","2015","4557N","Total",2015,0,0
"2810","2015","493001A","Total",2015,0,0
"2811","2015","493002N","Total",2015,0,0
"2812","2015","493003F","Total",2015,0,0
"2813","2015","493004D","Total",2015,0,0
"2814","2015","493005D","Total",2015,0,0
"2815","2015","5098A","Total",2015,0,0
"2816","2015","5188D","Total",2015,0,0
"2817","2015","5189D","Total",2015,0,0
"2818","2015","5751D","Total",2015,0,0
"2819","2015","Unlabeled","Total",2015,0,0
"2820","2015","1000N","Total",2017,0,0
"2821","2015","1001N","Total",2017,0,0
"2822","2015","1002N","Total",2017,0,0
"2823","2015","1003N","Total",2017,0,0
"2824","2015","1004A","Total",2017,0,0
"2825","2015","1005A","Total",2017,0,0
"2826","2015","1006A","Total",2017,0,0
"2827","2015","1007F","Total",2017,0,0
"2828","2015","1008F","Total",2017,0,0
"2829","2015","1009F","Total",2017,0,0
"2830","2015","1105N","Total",2017,0,0
"2831","2015","1108N","Total",2017,0,0
"2832","2015","1405N","Total",2017,0,0
"2833","2015","1453N","Total",2017,0,0
"2834","2015","2010A","Total",2017,0,0
"2835","2015","2060A","Total",2017,0,0
"2836","2015","2070A","Total",2017,0,0
"2837","2015","3500F","Total",2017,0,0
"2838","2015","3700F","Total",2017,0,0
"2839","2015","3850F","Total",2017,0,0
"2840","2016","1000N","Base",2017,0,1281468
"2841","2016","1001N","Base",2017,0,726196
"2842","2016","1002N","Base",2017,0,115519
"2843","2016","1003N","Base",2017,0,67797
"2844","2016","1004A","Base",2017,0,1889889
"2845","2016","1005A","Base",2017,0,357528
"2846","2016","1006A","Base",2017,0,629824
"2847","2016","1007F","Base",2017,0,1239093
"2848","2016","1008F","Base",2017,0,117541
"2849","2016","1009F","Base",2017,0,203847
"2850","2016","1105N","Base",2017,0,12817521
"2851","2016","1108N","Base",2017,0,702481
"2852","2016","1405N","Base",2017,0,1866891
"2853","2016","1453N","Base",2017,0,27704040
"2854","2016","2010A","Base",2017,0,40923483
"2855","2016","2060A","Base",2017,0,7892327
"2856","2016","2070A","Base",2017,0,4463164
"2857","2016","3500F","Base",2017,0,27446772
"2858","2016","3700F","Base",2017,0,1682942
"2859","2016","3850F","Base",2017,0,3201890
"2860","2016","1000N","OCO",2017,0,0
"2861","2016","1001N","OCO",2017,0,0
"2862","2016","1002N","OCO",2017,0,0
"2863","2016","1003N","OCO",2017,0,0
"2864","2016","1004A","OCO",2017,0,0
"2865","2016","1005A","OCO",2017,0,0
"2866","2016","1006A","OCO",2017,0,0
"2867","2016","1007F","OCO",2017,0,0
"2868","2016","1008F","OCO",2017,0,0
"2869","2016","1009F","OCO",2017,0,0
"2870","2016","1105N","OCO",2017,0,171079
"2871","2016","1108N","OCO",2017,0,3393
"2872","2016","1405N","OCO",2017,0,12693
"2873","2016","1453N","OCO",2017,0,251011
"2874","2016","2010A","OCO",2017,0,1846356
"2875","2016","2060A","OCO",2017,0,166015
"2876","2016","2070A","OCO",2017,0,24462
"2877","2016","3500F","OCO",2017,0,726126
"2878","2016","3700F","OCO",2017,0,18710
"2879","2016","3850F","OCO",2017,0,2828
"2880","2016","1000N","Total",2017,1281468,0
"2881","2016","1001N","Total",2017,726196,0
"2882","2016","1002N","Total",2017,115519,0
"2883","2016","1003N","Total",2017,67797,0
"2884","2016","1004A","Total",2017,1889889,0
"2885","2016","1005A","Total",2017,357528,0
"2886","2016","1006A","Total",2017,629824,0
"2887","2016","1007F","Total",2017,1239093,0
"2888","2016","1008F","Total",2017,117541,0
"2889","2016","1009F","Total",2017,203847,0
"2890","2016","1105N","Total",2017,12988600,0
"2891","2016","1108N","Total",2017,705874,0
"2892","2016","1405N","Total",2017,1879584,0
"2893","2016","1453N","Total",2017,27955051,0
"2894","2016","2010A","Total",2017,42769839,0
"2895","2016","2060A","Total",2017,8058342,0
"2896","2016","2070A","Total",2017,4487626,0
"2897","2016","3500F","Total",2017,28172898,0
"2898","2016","3700F","Total",2017,1701652,0
"2899","2016","3850F","Total",2017,3204718,0
"2900","2017","1000N","Base",2017,0,0
"2901","2017","1001N","Base",2017,0,0
"2902","2017","1002N","Base",2017,0,0
"2903","2017","1003N","Base",2017,0,0
"2904","2017","1004A","Base",2017,0,0
"2905","2017","1005A","Base",2017,0,0
"2906","2017","1006A","Base",2017,0,0
"2907","2017","1007F","Base",2017,0,0
"2908","2017","1008F","Base",2017,0,0
"2909","2017","1009F","Base",2017,0,0
"2910","2017","1105N","Base",2017,0,0
"2911","2017","1108N","Base",2017,0,0
"2912","2017","1405N","Base",2017,0,0
"2913","2017","1453N","Base",2017,0,0
"2914","2017","2010A","Base",2017,0,0
"2915","2017","2060A","Base",2017,0,0
"2916","2017","2070A","Base",2017,0,0
"2917","2017","3500F","Base",2017,0,0
"2918","2017","3700F","Base",2017,0,0
"2919","2017","3850F","Base",2017,0,0
"2920","2017","1000N","OCO",2017,0,0
"2921","2017","1001N","OCO",2017,0,0
"2922","2017","1002N","OCO",2017,0,0
"2923","2017","1003N","OCO",2017,0,0
"2924","2017","1004A","OCO",2017,0,0
"2925","2017","1005A","OCO",2017,0,0
"2926","2017","1006A","OCO",2017,0,0
"2927","2017","1007F","OCO",2017,0,0
"2928","2017","1008F","OCO",2017,0,0
"2929","2017","1009F","OCO",2017,0,0
"2930","2017","1105N","OCO",2017,0,0
"2931","2017","1108N","OCO",2017,0,0
"2932","2017","1405N","OCO",2017,0,0
"2933","2017","1453N","OCO",2017,0,0
"2934","2017","2010A","OCO",2017,0,0
"2935","2017","2060A","OCO",2017,0,0
"2936","2017","2070A","OCO",2017,0,0
"2937","2017","3500F","OCO",2017,0,0
"2938","2017","3700F","OCO",2017,0,0
"2939","2017","3850F","OCO",2017,0,0
"2940","2017","1000N","Total",2017,0,0
"2941","2017","1001N","Total",2017,0,0
"2942","2017","1002N","Total",2017,0,0
"2943","2017","1003N","Total",2017,0,0
"2944","2017","1004A","Total",2017,0,0
"2945","2017","1005A","Total",2017,0,0
"2946","2017","1006A","Total",2017,0,0
"2947","2017","1007F","Total",2017,0,0
"2948","2017","1008F","Total",2017,0,0
"2949","2017","1009F","Total",2017,0,0
"2950","2017","1105N","Total",2017,0,0
"2951","2017","1108N","Total",2017,0,0
"2952","2017","1405N","Total",2017,0,0
"2953","2017","1453N","Total",2017,0,0
"2954","2017","2010A","Total",2017,0,0
"2955","2017","2060A","Total",2017,0,0
"2956","2017","2070A","Total",2017,0,0
"2957","2017","3500F","Total",2017,0,0
"2958","2017","3700F","Total",2017,0,0
"2959","2017","3850F","Total",2017,0,0
"2960","2014","","Total",2016,0,0
"2961","2014","*  $95M for Ebola Response and Preparedness included in this total.","Total",2016,0,0
"2962","2014","* $17M for Ebola Response and Preparedness included in this total.","Total",2016,0,0
"2963","2014","* Defense Health Program - $135.4M for transfer to the Veteran’s Administration included in this total.","Total",2016,0,0
"2964","2014","0100D","Total",2016,0,0
"2965","2014","0104D","Total",2016,0,0
"2966","2014","0105D","Total",2016,0,0
"2967","2014","0107D","Total",2016,0,0
"2968","2014","0111D","Total",2016,0,0
"2969","2014","0114D","Total",2016,0,0
"2970","2014","0130D","Total",2016,0,0
"2971","2014","0134D","Total",2016,0,0
"2972","2014","0145D","Total",2016,0,0
"2973","2014","0300D","Total",2016,0,0
"2974","2014","0303D","Total",2016,0,0
"2975","2014","0350D","Total",2016,0,0
"2976","2014","0360D","Total",2016,0,0
"2977","2014","0390D","Total",2016,0,0
"2978","2014","0400D","Total",2016,0,0
"2979","2014","0460D","Total",2016,0,0
"2980","2014","0513N","Total",2016,0,0
"2981","2014","0810A","Total",2016,0,0
"2982","2014","0810D","Total",2016,0,0
"2983","2014","0810F","Total",2016,0,0
"2984","2014","0810N","Total",2016,0,0
"2985","2014","0811D","Total",2016,0,0
"2986","2014","0819D","Total",2016,0,0
"2987","2014","0838D","Total",2016,0,0
"2988","2014","1106N","Total",2016,0,0
"2989","2014","1107N","Total",2016,0,0
"2990","2014","1109N","Total",2016,0,0
"2991","2014","1236N","Total",2016,0,0
"2992","2014","1319N","Total",2016,0,0
"2993","2014","1506N","Total",2016,0,0
"2994","2014","1507N","Total",2016,0,0
"2995","2014","1508N","Total",2016,0,0
"2996","2014","1611N","Total",2016,0,0
"2997","2014","1804N","Total",2016,0,0
"2998","2014","1806N","Total",2016,0,0
"2999","2014","1810N","Total",2016,0,0
"3000","2014","2020A","Total",2016,0,0
"3001","2014","2031A","Total",2016,0,0
"3002","2014","2032A","Total",2016,0,0
"3003","2014","2033A","Total",2016,0,0
"3004","2014","2034A","Total",2016,0,0
"3005","2014","2035A","Total",2016,0,0
"3006","2014","2040A","Total",2016,0,0
"3007","2014","2065A","Total",2016,0,0
"3008","2014","2080A","Total",2016,0,0
"3009","2014","2091A","Total",2016,0,0
"3010","2014","2093A","Total",2016,0,0
"3011","2014","2096A","Total",2016,0,0
"3012","2014","2097A","Total",2016,0,0
"3013","2014","2098A","Total",2016,0,0
"3014","2014","3010F","Total",2016,0,0
"3015","2014","3011F","Total",2016,0,0
"3016","2014","3020F","Total",2016,0,0
"3017","2014","3021F","Total",2016,0,0
"3018","2014","3080F","Total",2016,0,0
"3019","2014","3400F","Total",2016,0,0
"3020","2014","3600F","Total",2016,0,0
"3021","2014","3740F","Total",2016,0,0
"3022","2014","3840F","Total",2016,0,0
"3023","2014","4557N","Total",2016,0,0
"3024","2014","493001A","Total",2016,0,0
"3025","2014","493003F","Total",2016,0,0
"3026","2014","493004D","Total",2016,0,0
"3027","2014","493005D","Total",2016,0,0
"3028","2014","5185N","Total",2016,0,0
"3029","2014","5188D","Total",2016,0,0
"3030","2014","5189D","Total",2016,0,0
"3031","2014","5751D","Total",2016,0,0
"3032","2014","Unlabeled","Total",2016,0,0
"3033","2015","","Base",2016,0,0
"3034","2015","*  $95M for Ebola Response and Preparedness included in this total.","Base",2016,0,0
"3035","2015","* $17M for Ebola Response and Preparedness included in this total.","Base",2016,0,0
"3036","2015","* Defense Health Program - $135.4M for transfer to the Veteran’s Administration included in this total.","Base",2016,0,0
"3037","2015","0100D","Base",2016,0,31101405
"3038","2015","0104D","Base",2016,0,13723
"3039","2015","0105D","Base",2016,0,950687
"3040","2015","0107D","Base",2016,0,313230
"3041","2015","0111D","Base",2016,0,83034
"3042","2015","0114D","Base",2016,0,0
"3043","2015","0130D","Base",2016,0,33781533
"3044","2015","0134D","Base",2016,0,365108
"3045","2015","0145D","Base",2016,0,0
"3046","2015","0300D","Base",2016,0,8857870
"3047","2015","0303D","Base",2016,0,0
"3048","2015","0350D","Base",2016,0,0
"3049","2015","0360D","Base",2016,0,103276
"3050","2015","0390D","Base",2016,0,2200449
"3051","2015","0400D","Base",2016,0,17217225
"3052","2015","0460D","Base",2016,0,208711
"3053","2015","0513N","Base",2016,0,540000
"3054","2015","0810A","Base",2016,0,201560
"3055","2015","0810D","Base",2016,0,8547
"3056","2015","0810F","Base",2016,0,408716
"3057","2015","0810N","Base",2016,0,277294
"3058","2015","0811D","Base",2016,0,250853
"3059","2015","0819D","Base",2016,0,103000
"3060","2015","0838D","Base",2016,0,10000
"3061","2015","1106N","Base",2016,0,5600954
"3062","2015","1107N","Base",2016,0,270846
"3063","2015","1109N","Base",2016,0,1870418
"3064","2015","1236N","Base",2016,0,0
"3065","2015","1319N","Base",2016,0,15954604
"3066","2015","1506N","Base",2016,0,29516070
"3067","2015","1507N","Base",2016,0,6274514
"3068","2015","1508N","Base",2016,0,1348200
"3069","2015","1611N","Base",2016,0,32287520
"3070","2015","1804N","Base",2016,0,37552046
"3071","2015","1806N","Base",2016,0,1021200
"3072","2015","1810N","Base",2016,0,11693116
"3073","2015","2020A","Base",2016,0,31752749
"3074","2015","2031A","Base",2016,0,10432450
"3075","2015","2032A","Base",2016,0,2417384
"3076","2015","2033A","Base",2016,0,3444272
"3077","2015","2034A","Base",2016,0,2030954
"3078","2015","2035A","Base",2016,0,9495046
"3079","2015","2040A","Base",2016,0,6673146
"3080","2015","2065A","Base",2016,0,6175951
"3081","2015","2080A","Base",2016,0,2513393
"3082","2015","2091A","Base",2016,0,0
"3083","2015","2093A","Base",2016,0,0
"3084","2015","2096A","Base",2016,0,0
"3085","2015","2097A","Base",2016,0,0
"3086","2015","2098A","Base",2016,0,0
"3087","2015","3010F","Base",2016,0,24135406
"3088","2015","3011F","Base",2016,0,1319818
"3089","2015","3020F","Base",2016,0,9252030
"3090","2015","3021F","Base",2016,0,0
"3091","2015","3080F","Base",2016,0,33559266
"3092","2015","3400F","Base",2016,0,34458670
"3093","2015","3600F","Base",2016,0,23630474
"3094","2015","3740F","Base",2016,0,3026342
"3095","2015","3840F","Base",2016,0,6408558
"3096","2015","4557N","Base",2016,0,509429
"3097","2015","493001A","Base",2016,0,238727
"3098","2015","493003F","Base",2016,0,61717
"3099","2015","493004D","Base",2016,0,1304731
"3100","2015","493005D","Base",2016,0,44293
"3101","2015","5185N","Base",2016,0,0
"3102","2015","5188D","Base",2016,0,5546
"3103","2015","5189D","Base",2016,0,24629
"3104","2015","5751D","Base",2016,0,0
"3105","2015","Unlabeled","Base",2016,0,25315193
"3106","2015","","OCO",2016,0,0
"3107","2015","*  $95M for Ebola Response and Preparedness included in this total.","OCO",2016,0,0
"3108","2015","* $17M for Ebola Response and Preparedness included in this total.","OCO",2016,0,0
"3109","2015","* Defense Health Program - $135.4M for transfer to the Veteran’s Administration included in this total.","OCO",2016,0,0
"3110","2015","0100D","OCO",2016,0,7211025
"3111","2015","0104D","OCO",2016,0,0
"3112","2015","0105D","OCO",2016,0,205000
"3113","2015","0107D","OCO",2016,0,10623
"3114","2015","0111D","OCO",2016,0,0
"3115","2015","0114D","OCO",2016,0,175000
"3116","2015","0130D","OCO",2016,0,300531
"3117","2015","0134D","OCO",2016,0,0
"3118","2015","0145D","OCO",2016,0,1300000
"3119","2015","0300D","OCO",2016,0,534772
"3120","2015","0303D","OCO",2016,0,0
"3121","2015","0350D","OCO",2016,0,2400000
"3122","2015","0360D","OCO",2016,0,0
"3123","2015","0390D","OCO",2016,0,0
"3124","2015","0400D","OCO",2016,0,269647
"3125","2015","0460D","OCO",2016,0,0
"3126","2015","0513N","OCO",2016,0,0
"3127","2015","0810A","OCO",2016,0,0
"3128","2015","0810D","OCO",2016,0,0
"3129","2015","0810F","OCO",2016,0,0
